CMDLINE python do_LUVex_survey.py
MEM 523.945312 1648155665.5431
MEM 519.375000 1648155665.6591
MEM 527.230469 1648155665.7749
MEM 527.230469 1648155665.8900
MEM 523.691406 1648155666.0055
MEM 519.378906 1648155666.1213
MEM 527.238281 1648155666.2369
MEM 527.242188 1648155666.3520
MEM 525.960938 1648155666.4683
MEM 519.398438 1648155666.5839
