CMDLINE /usr/bin/python aplc.py
MEM 1566.289062 1554335620.7526
MEM 1566.289062 1554335620.8591
MEM 1566.289062 1554335620.9657
MEM 1566.289062 1554335621.0723
MEM 1566.289062 1554335621.1788
MEM 1566.289062 1554335621.2854
MEM 1566.289062 1554335621.3920
MEM 1566.289062 1554335621.4985
MEM 1566.289062 1554335621.6051
MEM 1566.289062 1554335621.7117
MEM 1566.289062 1554335621.8182
MEM 1566.289062 1554335621.9248
MEM 1566.289062 1554335622.0314
MEM 1566.289062 1554335622.1380
MEM 1566.289062 1554335622.2446
MEM 1566.289062 1554335622.3512
MEM 1566.289062 1554335622.4578
MEM 1566.289062 1554335622.5643
MEM 1566.289062 1554335622.6712
MEM 1566.289062 1554335622.7778
MEM 1566.289062 1554335622.8844
MEM 1566.289062 1554335622.9910
MEM 1566.289062 1554335623.0975
MEM 1566.289062 1554335623.2041
MEM 1566.289062 1554335623.3107
MEM 1566.289062 1554335623.4171
MEM 1566.289062 1554335623.5238
MEM 1566.289062 1554335623.6304
MEM 1566.289062 1554335623.7370
MEM 1566.289062 1554335623.8435
MEM 1566.289062 1554335623.9501
MEM 1566.289062 1554335624.0567
MEM 1566.289062 1554335624.1632
MEM 1566.289062 1554335624.2698
MEM 1566.289062 1554335624.3764
MEM 1566.289062 1554335624.4831
MEM 1566.289062 1554335624.5896
MEM 1566.289062 1554335624.6962
MEM 1566.289062 1554335624.8028
MEM 1566.289062 1554335624.9094
MEM 1566.289062 1554335625.0160
MEM 1566.289062 1554335625.1225
MEM 1566.289062 1554335625.2295
MEM 1566.289062 1554335625.3361
MEM 1566.289062 1554335625.4427
MEM 1566.289062 1554335625.5493
MEM 1566.289062 1554335625.6558
MEM 1566.289062 1554335625.7625
MEM 1566.289062 1554335625.8691
MEM 1566.289062 1554335625.9758
MEM 1566.289062 1554335626.0824
MEM 1566.289062 1554335626.1889
MEM 1566.289062 1554335626.2956
MEM 1566.289062 1554335626.4021
MEM 1566.289062 1554335626.5606
MEM 1566.289062 1554335626.6673
MEM 1566.289062 1554335626.7739
MEM 1566.289062 1554335626.8808
MEM 1566.289062 1554335626.9877
MEM 1566.289062 1554335627.0945
MEM 1566.289062 1554335627.2013
MEM 1566.289062 1554335627.3081
MEM 1566.289062 1554335627.4150
MEM 1566.289062 1554335627.5219
MEM 1566.289062 1554335627.6287
MEM 1566.289062 1554335627.7355
MEM 1566.289062 1554335627.8423
MEM 1566.289062 1554335627.9491
MEM 1566.289062 1554335628.0559
MEM 1566.289062 1554335628.1627
MEM 1566.289062 1554335628.2696
MEM 1566.289062 1554335628.3764
MEM 1566.289062 1554335628.4833
MEM 1566.289062 1554335628.5900
MEM 1566.289062 1554335628.6969
MEM 1566.289062 1554335628.8049
MEM 1566.289062 1554335628.9134
MEM 1566.289062 1554335629.0201
MEM 1566.289062 1554335629.1269
MEM 1566.289062 1554335629.2338
MEM 1566.289062 1554335629.3407
MEM 1566.289062 1554335629.4474
MEM 1566.289062 1554335629.5542
MEM 1566.289062 1554335629.6610
MEM 1566.289062 1554335629.7679
MEM 1566.289062 1554335629.8748
MEM 1566.289062 1554335629.9816
MEM 1566.289062 1554335630.0886
MEM 1566.289062 1554335630.1954
MEM 1566.289062 1554335630.3023
MEM 1566.289062 1554335630.4092
MEM 1566.289062 1554335630.5161
MEM 1566.289062 1554335630.6229
MEM 1566.289062 1554335630.7298
MEM 1566.289062 1554335630.8367
MEM 1566.289062 1554335630.9432
MEM 1566.289062 1554335631.0500
MEM 1566.289062 1554335631.1569
MEM 1566.289062 1554335631.2638
MEM 1566.289062 1554335631.3707
MEM 1566.289062 1554335631.4776
MEM 1566.289062 1554335631.5846
MEM 1566.289062 1554335631.6913
MEM 1566.289062 1554335631.7981
MEM 1566.289062 1554335631.9049
MEM 1566.289062 1554335632.0119
MEM 1566.289062 1554335632.1187
MEM 1566.289062 1554335632.2256
MEM 1566.289062 1554335632.3324
MEM 1566.289062 1554335632.4392
MEM 1566.289062 1554335632.5460
MEM 1566.289062 1554335632.6529
MEM 1566.289062 1554335632.7598
MEM 1566.289062 1554335632.8667
MEM 1566.289062 1554335632.9734
MEM 1566.289062 1554335633.0802
MEM 1566.289062 1554335633.1869
MEM 1566.289062 1554335633.2937
MEM 1566.289062 1554335633.4006
MEM 1566.289062 1554335633.5073
MEM 1566.289062 1554335633.6142
MEM 1566.289062 1554335633.7209
MEM 1566.289062 1554335633.8277
MEM 1566.289062 1554335633.9345
MEM 1566.289062 1554335634.0413
MEM 1566.289062 1554335634.1481
MEM 1566.289062 1554335634.2549
MEM 1566.289062 1554335634.3616
MEM 1566.289062 1554335634.4684
MEM 1566.289062 1554335634.5751
MEM 1566.289062 1554335634.6820
MEM 1566.289062 1554335634.7886
MEM 1566.289062 1554335634.8953
MEM 1566.289062 1554335635.0020
MEM 1566.289062 1554335635.1087
MEM 1566.289062 1554335635.2155
MEM 1566.289062 1554335635.3221
MEM 1566.289062 1554335635.4291
MEM 1566.289062 1554335635.5369
MEM 1566.289062 1554335635.6437
MEM 1566.289062 1554335635.7516
MEM 1566.289062 1554335635.8592
MEM 1566.289062 1554335635.9672
MEM 1566.289062 1554335636.0747
MEM 1566.289062 1554335636.1827
MEM 1566.289062 1554335636.2902
MEM 1566.289062 1554335636.3982
MEM 1566.289062 1554335636.5057
MEM 1566.289062 1554335636.6137
MEM 1566.289062 1554335636.7213
MEM 1566.289062 1554335636.8292
MEM 1566.289062 1554335636.9368
MEM 1566.289062 1554335637.0447
MEM 1566.289062 1554335637.1523
MEM 1566.289062 1554335637.2603
MEM 1566.289062 1554335637.3680
MEM 1566.289062 1554335637.4745
MEM 1566.289062 1554335637.5823
MEM 1566.289062 1554335637.6888
MEM 1566.289062 1554335637.7954
MEM 1566.289062 1554335637.9019
MEM 1566.289062 1554335638.0085
MEM 1566.289062 1554335638.1151
MEM 1566.289062 1554335638.2217
MEM 1566.289062 1554335638.3281
MEM 1566.289062 1554335638.4346
MEM 1566.289062 1554335638.5412
MEM 1566.289062 1554335638.6477
MEM 1566.289062 1554335638.7541
MEM 1566.289062 1554335638.8607
MEM 1566.289062 1554335638.9671
MEM 1566.289062 1554335639.0735
MEM 1566.289062 1554335639.1800
MEM 1566.289062 1554335639.2866
MEM 1566.289062 1554335639.3931
MEM 1566.289062 1554335639.4997
MEM 1566.289062 1554335639.6061
MEM 1566.289062 1554335639.7129
MEM 1566.289062 1554335639.8194
MEM 1566.289062 1554335639.9259
MEM 1566.289062 1554335640.0325
MEM 1566.289062 1554335640.1390
MEM 1566.289062 1554335640.2455
MEM 1566.289062 1554335640.3521
MEM 1566.289062 1554335640.4586
MEM 1566.289062 1554335640.5651
MEM 1566.289062 1554335640.6717
MEM 1566.289062 1554335640.7781
MEM 1566.289062 1554335640.8847
MEM 1566.289062 1554335640.9911
MEM 1566.289062 1554335641.0977
MEM 1566.289062 1554335641.2041
MEM 1566.289062 1554335641.3106
MEM 1566.289062 1554335641.4171
MEM 1566.289062 1554335641.5236
MEM 1566.289062 1554335641.6302
MEM 1566.289062 1554335641.7368
MEM 1566.289062 1554335641.8433
MEM 1566.289062 1554335641.9499
MEM 1566.289062 1554335642.0565
MEM 1566.289062 1554335642.1630
MEM 1566.289062 1554335642.2696
MEM 1566.289062 1554335642.3761
MEM 1566.289062 1554335642.4826
MEM 1566.289062 1554335642.5891
MEM 1566.289062 1554335642.6957
MEM 1566.289062 1554335642.8021
MEM 1566.289062 1554335642.9087
MEM 1566.289062 1554335643.0153
MEM 1566.289062 1554335643.1218
MEM 1566.289062 1554335643.2284
MEM 1566.289062 1554335643.3349
MEM 1566.289062 1554335643.4415
MEM 1566.289062 1554335643.5480
MEM 1566.289062 1554335643.6546
MEM 1528.281250 1554335643.7611
MEM 1519.281250 1554335643.8662
MEM 1519.281250 1554335643.9722
MEM 1535.261719 1554335644.0789
MEM 1535.261719 1554335644.1854
MEM 1536.292969 1554335644.2905
MEM 1539.386719 1554335644.3955
MEM 1542.222656 1554335644.5006
MEM 1545.316406 1554335644.6057
MEM 1548.410156 1554335644.7107
MEM 1551.246094 1554335644.8158
MEM 1554.339844 1554335644.9208
MEM 1557.175781 1554335645.0259
MEM 1560.269531 1554335645.1310
MEM 1563.105469 1554335645.2360
MEM 1566.199219 1554335645.3411
MEM 1569.035156 1554335645.4462
MEM 1572.128906 1554335645.5513
MEM 1575.222656 1554335645.6563
MEM 1578.058594 1554335645.7614
MEM 1581.152344 1554335645.8664
MEM 1583.988281 1554335645.9715
MEM 1587.082031 1554335646.0765
MEM 1589.917969 1554335646.1817
MEM 1592.753906 1554335646.2891
MEM 1595.847656 1554335646.3942
MEM 1598.683594 1554335646.4993
MEM 1601.777344 1554335646.6042
MEM 1604.613281 1554335646.7093
MEM 1607.707031 1554335646.8143
MEM 1610.542969 1554335646.9194
MEM 1613.636719 1554335647.0245
MEM 1616.730469 1554335647.1295
MEM 1619.566406 1554335647.2346
MEM 1622.660156 1554335647.3397
MEM 1625.496094 1554335647.4447
MEM 1628.589844 1554335647.5498
MEM 1631.425781 1554335647.6549
MEM 1634.519531 1554335647.7599
MEM 1637.355469 1554335647.8650
MEM 1640.449219 1554335647.9700
MEM 1643.285156 1554335648.0751
MEM 1646.378906 1554335648.1802
MEM 1649.472656 1554335648.2853
MEM 1652.050781 1554335648.3929
MEM 1655.144531 1554335648.4980
MEM 1657.980469 1554335648.6031
MEM 1661.074219 1554335648.7081
MEM 1664.167969 1554335648.8132
MEM 1667.003906 1554335648.9183
MEM 1669.839844 1554335649.0234
MEM 1672.933594 1554335649.1284
MEM 1676.027344 1554335649.2335
MEM 1678.863281 1554335649.3386
MEM 1681.957031 1554335649.4436
MEM 1684.792969 1554335649.5487
MEM 1687.886719 1554335649.6537
MEM 1690.722656 1554335649.7588
MEM 1693.816406 1554335649.8639
MEM 1696.652344 1554335649.9689
MEM 1699.746094 1554335650.0740
MEM 1702.582031 1554335650.1791
MEM 1705.675781 1554335650.2842
MEM 1708.511719 1554335650.3892
MEM 1711.605469 1554335650.4944
MEM 1714.441406 1554335650.5995
MEM 1717.277344 1554335650.7045
MEM 1720.371094 1554335650.8096
MEM 1723.207031 1554335650.9146
MEM 1726.300781 1554335651.0197
MEM 1729.136719 1554335651.1246
MEM 1732.230469 1554335651.2297
MEM 1735.066406 1554335651.3348
MEM 1738.000000 1554335651.4398
MEM 1741.093750 1554335651.5449
MEM 1743.929688 1554335651.6499
MEM 1747.023438 1554335651.7550
MEM 1750.117188 1554335651.8601
MEM 1752.953125 1554335651.9652
MEM 1755.789062 1554335652.0702
MEM 1758.882812 1554335652.1753
MEM 1761.718750 1554335652.2804
MEM 1764.812500 1554335652.3854
MEM 1767.906250 1554335652.4905
MEM 1770.742188 1554335652.5985
MEM 1773.578125 1554335652.7036
MEM 1776.414062 1554335652.8086
MEM 1779.507812 1554335652.9137
MEM 1782.343750 1554335653.0187
MEM 1785.437500 1554335653.1238
MEM 1788.531250 1554335653.2289
MEM 1791.367188 1554335653.3339
MEM 1794.460938 1554335653.4390
MEM 1797.296875 1554335653.5441
MEM 1800.390625 1554335653.6491
MEM 1803.226562 1554335653.7542
MEM 1806.320312 1554335653.8593
MEM 1809.156250 1554335653.9643
MEM 1812.250000 1554335654.0694
MEM 1815.343750 1554335654.1744
MEM 1818.179688 1554335654.2795
MEM 1821.273438 1554335654.3845
MEM 1824.109375 1554335654.4896
MEM 1827.203125 1554335654.5946
MEM 1830.039062 1554335654.6999
MEM 1832.875000 1554335654.8050
MEM 1835.968750 1554335654.9101
MEM 1838.804688 1554335655.0151
MEM 1841.898438 1554335655.1202
MEM 1844.734375 1554335655.2253
MEM 1847.828125 1554335655.3303
MEM 1850.921875 1554335655.4354
MEM 1853.757812 1554335655.5405
MEM 1856.851562 1554335655.6455
MEM 1859.687500 1554335655.7505
MEM 1862.781250 1554335655.8556
MEM 1865.617188 1554335655.9606
MEM 1868.710938 1554335656.0657
MEM 1871.804688 1554335656.1708
MEM 1874.640625 1554335656.2758
MEM 1877.734375 1554335656.3809
MEM 1880.570312 1554335656.4859
MEM 1883.664062 1554335656.5910
MEM 1886.500000 1554335656.6960
MEM 1889.593750 1554335656.8011
MEM 1892.171875 1554335656.9064
MEM 1895.265625 1554335657.0114
MEM 1898.101562 1554335657.1165
MEM 1901.195312 1554335657.2215
MEM 1904.289062 1554335657.3266
MEM 1907.125000 1554335657.4317
MEM 1910.218750 1554335657.5367
MEM 1913.054688 1554335657.6418
MEM 1916.148438 1554335657.7468
MEM 1918.984375 1554335657.8519
MEM 1922.078125 1554335657.9570
MEM 1925.171875 1554335658.0620
MEM 1928.007812 1554335658.1671
MEM 1931.101562 1554335658.2722
MEM 1933.937500 1554335658.3772
MEM 1937.031250 1554335658.4823
MEM 1939.867188 1554335658.5874
MEM 1942.960938 1554335658.6924
MEM 1945.796875 1554335658.7975
MEM 1948.890625 1554335658.9026
MEM 1951.726562 1554335659.0080
MEM 1954.562500 1554335659.1131
MEM 1957.656250 1554335659.2181
MEM 1960.492188 1554335659.3232
MEM 1963.585938 1554335659.4283
MEM 1966.421875 1554335659.5333
MEM 1969.515625 1554335659.6384
MEM 1972.609375 1554335659.7434
MEM 1975.445312 1554335659.8485
MEM 1978.539062 1554335659.9536
MEM 1981.375000 1554335660.0586
MEM 1984.468750 1554335660.1637
MEM 1987.304688 1554335660.2688
MEM 1990.398438 1554335660.3738
MEM 1993.492188 1554335660.4789
MEM 1996.328125 1554335660.5840
MEM 1999.421875 1554335660.6891
MEM 2002.257812 1554335660.7941
MEM 2005.351562 1554335660.8992
MEM 2008.445312 1554335661.0042
MEM 2011.023438 1554335661.1119
MEM 2014.117188 1554335661.2170
MEM 2016.953125 1554335661.3221
MEM 2020.046875 1554335661.4272
MEM 2023.140625 1554335661.5322
MEM 2026.234375 1554335661.6373
MEM 2029.070312 1554335661.7423
MEM 2032.164062 1554335661.8474
MEM 2035.000000 1554335661.9525
MEM 2037.835938 1554335662.0575
MEM 2040.929688 1554335662.1626
MEM 2044.023438 1554335662.2677
MEM 2047.117188 1554335662.3727
MEM 2049.953125 1554335662.4778
MEM 2053.046875 1554335662.5829
MEM 2055.882812 1554335662.6879
MEM 2058.718750 1554335662.7930
MEM 2061.812500 1554335662.8981
MEM 2064.906250 1554335663.0031
MEM 2068.000000 1554335663.1082
MEM 2070.578125 1554335663.2158
MEM 2073.671875 1554335663.3209
MEM 2076.765625 1554335663.4259
MEM 2079.601562 1554335663.5310
MEM 2082.695312 1554335663.6360
MEM 2085.531250 1554335663.7411
MEM 2088.625000 1554335663.8462
MEM 2091.460938 1554335663.9512
MEM 2094.554688 1554335664.0563
MEM 2097.648438 1554335664.1614
MEM 2100.484375 1554335664.2664
MEM 2103.578125 1554335664.3716
MEM 2106.414062 1554335664.4766
MEM 2109.507812 1554335664.5817
MEM 2112.343750 1554335664.6867
MEM 2115.437500 1554335664.7917
MEM 2118.531250 1554335664.8968
MEM 2121.367188 1554335665.0019
MEM 2124.460938 1554335665.1069
MEM 2127.296875 1554335665.2120
MEM 2130.132812 1554335665.3200
MEM 2133.226562 1554335665.4251
MEM 2136.062500 1554335665.5302
MEM 2139.156250 1554335665.6352
MEM 2142.136719 1554335665.7403
MEM 2144.972656 1554335665.8454
MEM 2148.066406 1554335665.9505
MEM 2150.902344 1554335666.0555
MEM 2153.996094 1554335666.1606
MEM 2157.089844 1554335666.2657
MEM 2159.925781 1554335666.3708
MEM 2163.019531 1554335666.4759
MEM 2165.855469 1554335666.5810
MEM 2168.949219 1554335666.6861
MEM 2171.785156 1554335666.7911
MEM 2174.878906 1554335666.8962
MEM 2177.714844 1554335667.0012
MEM 2180.808594 1554335667.1063
MEM 2183.902344 1554335667.2114
MEM 2186.738281 1554335667.3164
MEM 2189.832031 1554335667.4222
MEM 2192.667969 1554335667.5273
MEM 2195.503906 1554335667.6324
MEM 2198.597656 1554335667.7375
MEM 2200.917969 1554335667.8428
MEM 2239.589844 1554335667.9479
MEM 2193.316406 1554335668.0544
MEM 2225.023438 1554335668.1612
MEM 2225.023438 1554335668.2678
MEM 2225.023438 1554335668.3747
MEM 2225.023438 1554335668.4815
MEM 2225.023438 1554335668.5881
MEM 2225.023438 1554335668.6949
MEM 2225.023438 1554335668.8016
MEM 2225.023438 1554335668.9084
MEM 2225.023438 1554335669.0150
MEM 2225.023438 1554335669.1217
MEM 2225.023438 1554335669.2283
MEM 2225.023438 1554335669.3350
MEM 2225.023438 1554335669.4416
MEM 2225.023438 1554335669.5482
MEM 2225.023438 1554335669.6550
MEM 2225.023438 1554335669.7618
MEM 2225.023438 1554335669.8684
MEM 2225.023438 1554335669.9753
MEM 2225.023438 1554335670.0819
MEM 2225.023438 1554335670.1886
MEM 2225.023438 1554335670.2952
MEM 2225.023438 1554335670.4018
MEM 2225.023438 1554335670.5084
MEM 2225.023438 1554335670.6153
MEM 2225.023438 1554335670.7225
MEM 2225.023438 1554335670.8293
MEM 2225.023438 1554335670.9359
MEM 2225.023438 1554335671.0425
MEM 2225.023438 1554335671.1493
MEM 2225.023438 1554335671.2561
MEM 2225.023438 1554335671.3628
MEM 2225.023438 1554335671.4695
MEM 2225.023438 1554335671.5762
MEM 2225.023438 1554335671.6828
MEM 2225.023438 1554335671.7894
MEM 2225.023438 1554335671.8962
MEM 2225.023438 1554335672.0028
MEM 2225.023438 1554335672.1096
MEM 2225.023438 1554335672.2162
MEM 2225.023438 1554335672.3230
MEM 2225.023438 1554335672.4297
MEM 2225.023438 1554335672.5364
MEM 2225.023438 1554335672.6430
MEM 2225.023438 1554335672.7496
MEM 2225.023438 1554335672.8563
MEM 2225.023438 1554335672.9631
MEM 2225.023438 1554335673.0699
MEM 2225.023438 1554335673.1768
MEM 2225.023438 1554335673.2835
MEM 2225.023438 1554335673.3901
MEM 2225.023438 1554335673.4969
MEM 2225.023438 1554335673.6036
MEM 2225.023438 1554335673.7101
MEM 2225.023438 1554335673.8170
MEM 2225.023438 1554335673.9238
MEM 2225.023438 1554335674.0306
MEM 2225.023438 1554335674.1380
MEM 2225.023438 1554335674.2447
MEM 2225.023438 1554335674.3515
MEM 2225.023438 1554335674.4582
MEM 2225.023438 1554335674.5648
MEM 2225.023438 1554335674.6716
MEM 2225.023438 1554335674.7782
MEM 2225.023438 1554335674.8850
MEM 2225.023438 1554335674.9916
MEM 2225.023438 1554335675.0983
MEM 2225.023438 1554335675.2047
MEM 2225.023438 1554335675.3113
MEM 2225.023438 1554335675.4181
MEM 2225.023438 1554335675.5248
MEM 2225.023438 1554335675.6314
MEM 2225.023438 1554335675.7383
MEM 2225.023438 1554335675.8451
MEM 2225.023438 1554335675.9520
MEM 2225.023438 1554335676.0587
MEM 2225.023438 1554335676.1655
MEM 2225.023438 1554335676.2722
MEM 2225.023438 1554335676.3789
MEM 2225.023438 1554335676.4855
MEM 2225.023438 1554335676.5923
MEM 2225.023438 1554335676.6989
MEM 2225.023438 1554335676.8057
MEM 2225.023438 1554335676.9124
MEM 2225.023438 1554335677.0191
MEM 2225.023438 1554335677.1259
MEM 2225.023438 1554335677.2326
MEM 2225.023438 1554335677.3393
MEM 2225.023438 1554335677.4459
MEM 2225.023438 1554335677.5527
MEM 2225.023438 1554335677.6592
MEM 2225.023438 1554335677.7659
MEM 2225.023438 1554335677.8726
MEM 2225.023438 1554335677.9793
MEM 2225.023438 1554335678.0860
MEM 2225.023438 1554335678.1928
MEM 2225.023438 1554335678.3010
MEM 2225.023438 1554335678.4076
MEM 2225.023438 1554335678.5143
MEM 2225.023438 1554335678.6209
MEM 2225.023438 1554335678.7277
MEM 2225.023438 1554335678.8344
MEM 2225.023438 1554335678.9411
MEM 2225.023438 1554335679.0479
MEM 2225.023438 1554335679.1545
MEM 2225.023438 1554335679.2613
MEM 2225.023438 1554335679.3679
MEM 2225.023438 1554335679.4745
MEM 2225.023438 1554335679.5811
MEM 2225.023438 1554335679.6877
MEM 2225.023438 1554335679.7944
MEM 2225.023438 1554335679.9011
MEM 2225.023438 1554335680.0077
MEM 2225.023438 1554335680.1145
MEM 2225.023438 1554335680.2213
MEM 2225.023438 1554335680.3281
MEM 2225.023438 1554335680.4355
MEM 2225.023438 1554335680.5423
MEM 2225.023438 1554335680.6490
MEM 2225.023438 1554335680.7556
MEM 2225.023438 1554335680.8622
MEM 2225.023438 1554335680.9687
MEM 2225.023438 1554335681.0757
MEM 2225.023438 1554335681.1823
MEM 2225.023438 1554335681.2890
MEM 2225.023438 1554335681.3958
MEM 2225.023438 1554335681.5025
MEM 2225.023438 1554335681.6093
MEM 2225.023438 1554335681.7160
MEM 2225.023438 1554335681.8227
MEM 2225.023438 1554335681.9294
MEM 2225.023438 1554335682.0361
MEM 2225.023438 1554335682.1427
MEM 2225.023438 1554335682.2494
MEM 2225.023438 1554335682.3561
MEM 2225.023438 1554335682.4628
MEM 2225.023438 1554335682.5694
MEM 2225.023438 1554335682.6759
MEM 2225.023438 1554335682.7825
MEM 2225.023438 1554335682.8891
MEM 2225.023438 1554335682.9960
MEM 2225.023438 1554335683.1027
MEM 2225.023438 1554335683.2096
MEM 2225.023438 1554335683.3163
MEM 2225.023438 1554335683.4230
MEM 2225.023438 1554335683.5296
MEM 2225.023438 1554335683.6362
MEM 2225.023438 1554335683.7430
MEM 2225.023438 1554335683.8496
MEM 2225.023438 1554335683.9564
MEM 2225.023438 1554335684.0631
MEM 2225.023438 1554335684.1699
MEM 2225.023438 1554335684.2765
MEM 2225.023438 1554335684.3833
MEM 2225.023438 1554335684.4900
MEM 2225.023438 1554335684.5967
MEM 2225.023438 1554335684.7034
MEM 2225.023438 1554335684.8101
MEM 2225.023438 1554335684.9167
MEM 2225.023438 1554335685.0235
MEM 2225.023438 1554335685.1301
MEM 2225.023438 1554335685.2370
MEM 2225.023438 1554335685.3437
MEM 2225.023438 1554335685.4506
MEM 2225.023438 1554335685.5573
MEM 2225.023438 1554335685.6642
MEM 2225.023438 1554335685.7708
MEM 2225.023438 1554335685.8776
MEM 2225.023438 1554335685.9844
MEM 2225.023438 1554335686.0911
MEM 2225.023438 1554335686.1979
MEM 2225.023438 1554335686.3046
MEM 2225.023438 1554335686.4114
MEM 2225.023438 1554335686.5180
MEM 2225.023438 1554335686.6248
MEM 2225.023438 1554335686.7315
MEM 2225.023438 1554335686.8383
MEM 2225.023438 1554335686.9451
MEM 2225.023438 1554335687.0520
MEM 2225.023438 1554335687.1586
MEM 2225.023438 1554335687.2652
MEM 2225.023438 1554335687.3719
MEM 2225.023438 1554335687.4785
MEM 2225.023438 1554335687.5854
MEM 2225.023438 1554335687.6921
MEM 2225.023438 1554335687.7990
MEM 2225.023438 1554335687.9057
MEM 2225.023438 1554335688.0126
MEM 2225.023438 1554335688.1192
MEM 2225.023438 1554335688.2257
MEM 2225.023438 1554335688.3325
MEM 2225.023438 1554335688.4391
MEM 2225.023438 1554335688.5459
MEM 2225.023438 1554335688.6526
MEM 2225.023438 1554335688.7591
MEM 2225.023438 1554335688.8656
MEM 2225.023438 1554335688.9722
MEM 2225.023438 1554335689.0789
MEM 2225.023438 1554335689.1857
MEM 2225.023438 1554335689.2924
MEM 2225.023438 1554335689.3997
MEM 2225.023438 1554335689.5065
MEM 2225.023438 1554335689.6134
MEM 2225.023438 1554335689.7201
MEM 2225.023438 1554335689.8270
MEM 2225.023438 1554335689.9337
MEM 2225.023438 1554335690.0407
MEM 2225.023438 1554335690.1473
MEM 2225.023438 1554335690.2538
MEM 2225.023438 1554335690.3605
MEM 2225.023438 1554335690.4671
MEM 2225.023438 1554335690.5738
MEM 2225.023438 1554335690.6805
MEM 2225.023438 1554335690.7872
MEM 2225.023438 1554335690.8937
MEM 2225.023438 1554335691.0003
MEM 2225.023438 1554335691.1071
MEM 2225.023438 1554335691.2139
MEM 2225.023438 1554335691.3207
MEM 2225.023438 1554335691.4276
MEM 2225.023438 1554335691.5342
MEM 2225.023438 1554335691.6411
MEM 2225.023438 1554335691.7479
MEM 2225.023438 1554335691.8546
MEM 2225.023438 1554335691.9614
MEM 2225.023438 1554335692.0681
MEM 2225.023438 1554335692.1748
MEM 2225.023438 1554335692.2815
MEM 2225.023438 1554335692.3882
MEM 2225.023438 1554335692.4949
MEM 2225.023438 1554335692.6017
MEM 2225.023438 1554335692.7082
MEM 2225.023438 1554335692.8149
MEM 2225.023438 1554335692.9216
MEM 2225.023438 1554335693.0283
MEM 2225.023438 1554335693.1350
MEM 2225.023438 1554335693.2418
MEM 2225.023438 1554335693.3485
MEM 2225.023438 1554335693.4550
MEM 2225.023438 1554335693.5618
MEM 2225.023438 1554335693.6683
MEM 2225.023438 1554335693.7751
MEM 2225.023438 1554335693.8820
MEM 2225.023438 1554335693.9887
MEM 2225.023438 1554335694.0956
MEM 2225.023438 1554335694.2023
MEM 2225.023438 1554335694.3093
MEM 2225.023438 1554335694.4160
MEM 2225.023438 1554335694.5229
MEM 2225.023438 1554335694.6295
MEM 2225.023438 1554335694.7362
MEM 2225.023438 1554335694.8428
MEM 2225.023438 1554335694.9494
MEM 2225.023438 1554335695.0560
MEM 2225.023438 1554335695.1629
MEM 2225.023438 1554335695.2696
MEM 2225.023438 1554335695.3762
MEM 2225.023438 1554335695.4831
MEM 2225.023438 1554335695.5898
MEM 2225.023438 1554335695.6967
MEM 2225.023438 1554335695.8033
MEM 2225.023438 1554335695.9101
MEM 2225.023438 1554335696.0166
MEM 2225.023438 1554335696.1235
MEM 2225.023438 1554335696.2302
MEM 2225.023438 1554335696.3369
MEM 2225.023438 1554335696.4437
MEM 2225.023438 1554335696.5504
MEM 2225.023438 1554335696.6572
MEM 2225.023438 1554335696.7639
MEM 2225.023438 1554335696.8707
MEM 2225.023438 1554335696.9774
MEM 2225.023438 1554335697.0843
MEM 2225.023438 1554335697.1909
MEM 2225.023438 1554335697.2978
MEM 2225.023438 1554335697.4044
MEM 2225.023438 1554335697.5112
MEM 2225.023438 1554335697.6178
MEM 2225.023438 1554335697.7246
MEM 2225.023438 1554335697.8312
MEM 2225.023438 1554335697.9393
MEM 2225.023438 1554335698.0461
MEM 2225.023438 1554335698.1530
MEM 2225.023438 1554335698.2596
MEM 2225.023438 1554335698.3664
MEM 2225.023438 1554335698.4731
MEM 2225.023438 1554335698.5799
MEM 2225.023438 1554335698.6866
MEM 2225.023438 1554335698.7934
MEM 2225.023438 1554335698.9001
MEM 2225.023438 1554335699.0069
MEM 2225.023438 1554335699.1135
MEM 2225.023438 1554335699.2204
MEM 2225.023438 1554335699.3269
MEM 2225.023438 1554335699.4335
MEM 2225.023438 1554335699.5403
MEM 2225.023438 1554335699.6470
MEM 2225.023438 1554335699.7536
MEM 2225.023438 1554335699.8604
MEM 2225.023438 1554335699.9672
MEM 2225.023438 1554335700.0741
MEM 2225.023438 1554335700.1807
MEM 2225.023438 1554335700.2876
MEM 2225.023438 1554335700.3941
MEM 2225.023438 1554335700.5010
MEM 2225.023438 1554335700.6077
MEM 2225.023438 1554335700.7145
MEM 2225.023438 1554335700.8210
MEM 2225.023438 1554335700.9279
MEM 2225.023438 1554335701.0347
MEM 2225.023438 1554335701.1414
MEM 2225.023438 1554335701.2483
MEM 2225.023438 1554335701.3549
MEM 2225.023438 1554335701.4615
MEM 2225.023438 1554335701.5681
MEM 2225.023438 1554335701.6748
MEM 2225.023438 1554335701.7816
MEM 2225.023438 1554335701.8881
MEM 2225.023438 1554335701.9951
MEM 2225.023438 1554335702.1018
MEM 2225.023438 1554335702.2107
MEM 2225.023438 1554335702.3170
MEM 2225.023438 1554335702.4248
MEM 2225.023438 1554335702.5324
MEM 2225.023438 1554335702.6403
MEM 2225.023438 1554335702.7479
MEM 2225.023438 1554335702.8559
MEM 2225.023438 1554335702.9634
MEM 2225.023438 1554335703.0712
MEM 2225.023438 1554335703.1789
