CMDLINE python do_luvoir_AWS_BW10_small.py
MEM 1696.164062 1557946157.1125
MEM 1696.164062 1557946157.2257
MEM 1696.164062 1557946157.3389
MEM 1696.164062 1557946157.4520
MEM 1696.164062 1557946157.5652
MEM 1696.164062 1557946157.6792
MEM 1696.164062 1557946157.7933
MEM 1698.164062 1557946157.9076
MEM 1710.648438 1557946158.0231
MEM 1711.164062 1557946158.1375
MEM 1711.164062 1557946158.2520
MEM 1711.164062 1557946158.3672
MEM 1716.195312 1557946158.4821
MEM 1726.195312 1557946158.5962
MEM 1726.425781 1557946158.7095
MEM 1726.425781 1557946158.8229
MEM 1726.425781 1557946158.9362
MEM 1726.425781 1557946159.0495
MEM 1726.425781 1557946159.1626
MEM 1726.425781 1557946159.2757
MEM 1726.425781 1557946159.3889
MEM 1726.425781 1557946159.5020
MEM 1726.425781 1557946159.6155
MEM 1726.425781 1557946159.7294
MEM 1726.425781 1557946159.8433
MEM 1726.425781 1557946159.9572
MEM 1726.425781 1557946160.0731
MEM 1726.425781 1557946160.1878
MEM 1726.425781 1557946160.3029
MEM 1726.425781 1557946160.4174
MEM 1726.425781 1557946160.5315
MEM 1726.425781 1557946160.6447
MEM 1726.554688 1557946160.7579
MEM 1696.164062 1557946160.8712
MEM 1696.164062 1557946160.9843
MEM 1696.164062 1557946161.0975
MEM 1696.164062 1557946161.2106
MEM 1696.164062 1557946161.3238
MEM 1696.164062 1557946161.4370
MEM 1696.164062 1557946161.5511
MEM 1696.164062 1557946161.6656
MEM 1700.164062 1557946161.7797
MEM 1711.164062 1557946161.8951
MEM 1711.164062 1557946162.0095
MEM 1711.164062 1557946162.1242
MEM 1711.164062 1557946162.2397
MEM 1718.195312 1557946162.3541
MEM 1726.195312 1557946162.4680
MEM 1726.425781 1557946162.5813
MEM 1726.425781 1557946162.6954
MEM 1726.425781 1557946162.8087
MEM 1726.425781 1557946162.9217
MEM 1726.425781 1557946163.0349
MEM 1726.425781 1557946163.1481
MEM 1726.425781 1557946163.2613
MEM 1726.425781 1557946163.3744
MEM 1726.425781 1557946163.4883
MEM 1726.425781 1557946163.6029
MEM 1726.425781 1557946163.7179
MEM 1726.425781 1557946163.8338
MEM 1726.425781 1557946163.9483
MEM 1726.425781 1557946164.0638
MEM 1726.425781 1557946164.1784
MEM 1726.425781 1557946164.2923
MEM 1726.425781 1557946164.4054
MEM 1726.425781 1557946164.5183
MEM 1696.164062 1557946164.6313
MEM 1696.164062 1557946164.7445
MEM 1696.164062 1557946164.8577
MEM 1696.164062 1557946164.9708
MEM 1696.164062 1557946165.0839
MEM 1696.164062 1557946165.1971
MEM 1696.164062 1557946165.3112
MEM 1696.164062 1557946165.4258
MEM 1702.164062 1557946165.5400
MEM 1710.164062 1557946165.6533
MEM 1711.164062 1557946165.7674
MEM 1711.164062 1557946165.8821
MEM 1711.164062 1557946165.9975
MEM 1716.195312 1557946166.1124
MEM 1724.183594 1557946166.2263
MEM 1726.425781 1557946166.3399
MEM 1726.425781 1557946166.4532
MEM 1726.425781 1557946166.5663
MEM 1726.425781 1557946166.6792
MEM 1726.425781 1557946166.7925
MEM 1726.421875 1557946166.9057
MEM 1726.425781 1557946167.0188
MEM 1726.425781 1557946167.1319
MEM 1726.425781 1557946167.2450
MEM 1726.425781 1557946167.3580
MEM 1726.425781 1557946167.4719
MEM 1726.425781 1557946167.5858
MEM 1726.425781 1557946167.6998
MEM 1726.425781 1557946167.8137
MEM 1726.425781 1557946167.9293
MEM 1726.425781 1557946168.0443
MEM 1726.425781 1557946168.1599
MEM 1726.425781 1557946168.2742
MEM 1726.425781 1557946168.3882
MEM 1726.425781 1557946168.5014
MEM 1706.351562 1557946168.6146
MEM 1696.164062 1557946168.7275
MEM 1696.164062 1557946168.8406
MEM 1696.164062 1557946168.9537
MEM 1696.164062 1557946169.0668
MEM 1696.164062 1557946169.1800
MEM 1696.164062 1557946169.2940
MEM 1696.164062 1557946169.4079
MEM 1700.164062 1557946169.5229
MEM 1711.164062 1557946169.6383
MEM 1711.164062 1557946169.7528
MEM 1711.164062 1557946169.8675
MEM 1711.164062 1557946169.9830
MEM 1716.195312 1557946170.0979
MEM 1726.195312 1557946170.2120
MEM 1726.425781 1557946170.3254
MEM 1726.425781 1557946170.4385
MEM 1726.425781 1557946170.5519
MEM 1726.425781 1557946170.6650
MEM 1726.425781 1557946170.7781
MEM 1726.425781 1557946170.8910
MEM 1726.425781 1557946171.0043
MEM 1726.425781 1557946171.1175
MEM 1726.425781 1557946171.2307
MEM 1726.425781 1557946171.3444
MEM 1726.425781 1557946171.4585
MEM 1726.425781 1557946171.5726
MEM 1726.425781 1557946171.6886
MEM 1726.425781 1557946171.8031
MEM 1726.425781 1557946171.9185
MEM 1726.425781 1557946172.0328
MEM 1726.425781 1557946172.1468
MEM 1726.421875 1557946172.2600
MEM 1696.164062 1557946172.3733
MEM 1696.164062 1557946172.4864
MEM 1696.164062 1557946172.5996
MEM 1696.164062 1557946172.7128
MEM 1696.164062 1557946172.8257
MEM 1696.164062 1557946172.9386
MEM 1696.164062 1557946173.0523
MEM 1696.164062 1557946173.1663
MEM 1698.164062 1557946173.2812
MEM 1710.164062 1557946173.3966
MEM 1711.164062 1557946173.5106
MEM 1711.164062 1557946173.6253
MEM 1711.164062 1557946173.7408
MEM 1716.195312 1557946173.8559
MEM 1726.195312 1557946173.9700
MEM 1726.425781 1557946174.0833
MEM 1726.425781 1557946174.1966
MEM 1726.425781 1557946174.3099
MEM 1726.425781 1557946174.4231
MEM 1726.425781 1557946174.5363
MEM 1726.425781 1557946174.6495
MEM 1726.425781 1557946174.7626
MEM 1726.425781 1557946174.8757
MEM 1726.425781 1557946174.9887
MEM 1726.425781 1557946175.1027
MEM 1726.425781 1557946175.2172
MEM 1726.425781 1557946175.3311
MEM 1726.425781 1557946175.4451
MEM 1726.425781 1557946175.5592
MEM 1726.425781 1557946175.6746
MEM 1726.425781 1557946175.7899
MEM 1726.425781 1557946175.9043
MEM 1726.425781 1557946176.0180
MEM 1726.425781 1557946176.1313
MEM 1696.164062 1557946176.2445
MEM 1696.164062 1557946176.3578
MEM 1696.164062 1557946176.4709
MEM 1696.164062 1557946176.5840
MEM 1696.164062 1557946176.6971
MEM 1696.164062 1557946176.8103
MEM 1696.164062 1557946176.9243
MEM 1696.164062 1557946177.0386
MEM 1700.164062 1557946177.1525
MEM 1711.164062 1557946177.2680
MEM 1711.164062 1557946177.3823
MEM 1711.164062 1557946177.4969
MEM 1711.164062 1557946177.6124
MEM 1716.191406 1557946177.7269
MEM 1726.195312 1557946177.8410
MEM 1726.425781 1557946177.9543
MEM 1726.425781 1557946178.0676
MEM 1726.425781 1557946178.1808
MEM 1726.425781 1557946178.2941
MEM 1726.425781 1557946178.4073
MEM 1726.425781 1557946178.5206
MEM 1726.425781 1557946178.6337
MEM 1726.425781 1557946178.7469
MEM 1726.425781 1557946178.8606
MEM 1726.425781 1557946178.9746
MEM 1726.425781 1557946179.0894
MEM 1726.425781 1557946179.2046
MEM 1726.425781 1557946179.3190
MEM 1726.425781 1557946179.4342
MEM 1726.425781 1557946179.5497
MEM 1726.425781 1557946179.6639
MEM 1726.425781 1557946179.7774
MEM 1726.425781 1557946179.8906
MEM 1696.164062 1557946180.0039
MEM 1696.164062 1557946180.1194
MEM 1696.164062 1557946180.2325
MEM 1696.164062 1557946180.3455
MEM 1696.164062 1557946180.4585
MEM 1696.164062 1557946180.5725
MEM 1696.164062 1557946180.6865
MEM 1700.164062 1557946180.8014
MEM 1711.164062 1557946180.9169
MEM 1711.164062 1557946181.0312
MEM 1711.164062 1557946181.1459
MEM 1711.164062 1557946181.2611
MEM 1716.195312 1557946181.3758
MEM 1726.195312 1557946181.4897
MEM 1726.425781 1557946181.6030
MEM 1726.425781 1557946181.7163
MEM 1726.425781 1557946181.8297
MEM 1726.425781 1557946181.9430
MEM 1726.425781 1557946182.0562
MEM 1726.421875 1557946182.1694
MEM 1726.425781 1557946182.2825
MEM 1726.425781 1557946182.3958
MEM 1726.425781 1557946182.5089
MEM 1726.425781 1557946182.6230
MEM 1726.425781 1557946182.7369
MEM 1726.425781 1557946182.8508
MEM 1726.425781 1557946182.9649
MEM 1726.425781 1557946183.0795
MEM 1726.425781 1557946183.1950
MEM 1726.425781 1557946183.3095
MEM 1726.425781 1557946183.4232
MEM 1726.425781 1557946183.5366
MEM 1726.425781 1557946183.6499
MEM 1696.164062 1557946183.7630
MEM 1696.164062 1557946183.8762
MEM 1696.164062 1557946183.9893
MEM 1696.164062 1557946184.1024
MEM 1696.164062 1557946184.2156
MEM 1696.164062 1557946184.3286
MEM 1696.164062 1557946184.4425
MEM 1696.164062 1557946184.5564
MEM 1698.164062 1557946184.6706
MEM 1706.164062 1557946184.7846
MEM 1711.164062 1557946184.8981
MEM 1711.164062 1557946185.0126
MEM 1711.164062 1557946185.1275
MEM 1711.160156 1557946185.2431
MEM 1718.195312 1557946185.3573
MEM 1726.425781 1557946185.4711
MEM 1726.425781 1557946185.5844
MEM 1726.425781 1557946185.6977
MEM 1726.425781 1557946185.8110
MEM 1726.425781 1557946185.9242
MEM 1726.425781 1557946186.0374
MEM 1726.425781 1557946186.1506
MEM 1726.425781 1557946186.2638
MEM 1726.425781 1557946186.3770
MEM 1726.425781 1557946186.4906
MEM 1726.328125 1557946186.6046
MEM 1726.425781 1557946186.7186
MEM 1726.425781 1557946186.8326
MEM 1726.425781 1557946186.9483
MEM 1726.425781 1557946187.0635
MEM 1726.425781 1557946187.1789
MEM 1726.425781 1557946187.2932
MEM 1726.425781 1557946187.4070
MEM 1726.425781 1557946187.5200
MEM 1696.164062 1557946187.6331
MEM 1696.164062 1557946187.7462
MEM 1696.164062 1557946187.8594
MEM 1696.164062 1557946187.9725
MEM 1696.164062 1557946188.0856
MEM 1696.164062 1557946188.1988
MEM 1696.164062 1557946188.3127
MEM 1696.164062 1557946188.4268
MEM 1696.164062 1557946188.5407
MEM 1708.164062 1557946188.6561
MEM 1711.164062 1557946188.7698
MEM 1711.164062 1557946188.8844
MEM 1711.164062 1557946188.9999
MEM 1714.195312 1557946189.1153
MEM 1722.195312 1557946189.2295
MEM 1726.425781 1557946189.3432
MEM 1726.425781 1557946189.4563
MEM 1726.425781 1557946189.5694
MEM 1726.425781 1557946189.6824
MEM 1726.425781 1557946189.7954
MEM 1726.425781 1557946189.9086
MEM 1726.425781 1557946190.0218
MEM 1726.425781 1557946190.1349
MEM 1726.425781 1557946190.2481
MEM 1726.425781 1557946190.3617
MEM 1726.425781 1557946190.4759
MEM 1726.425781 1557946190.5899
MEM 1726.425781 1557946190.7038
MEM 1726.425781 1557946190.8195
MEM 1726.425781 1557946190.9340
MEM 1726.425781 1557946191.0494
MEM 1726.425781 1557946191.1638
MEM 1726.421875 1557946191.2777
MEM 1726.425781 1557946191.3908
MEM 1726.425781 1557946191.5040
MEM 1696.164062 1557946191.6172
MEM 1696.164062 1557946191.7304
MEM 1696.164062 1557946191.8436
MEM 1696.164062 1557946191.9565
MEM 1696.164062 1557946192.0697
MEM 1696.164062 1557946192.1836
MEM 1696.164062 1557946192.2974
MEM 1702.164062 1557946192.4124
MEM 1711.164062 1557946192.5277
MEM 1711.164062 1557946192.6421
MEM 1711.164062 1557946192.7570
MEM 1711.164062 1557946192.8725
MEM 1722.191406 1557946192.9870
MEM 1726.425781 1557946193.1008
MEM 1726.425781 1557946193.2140
MEM 1726.425781 1557946193.3273
MEM 1726.425781 1557946193.4404
MEM 1726.425781 1557946193.5536
MEM 1726.425781 1557946193.6666
MEM 1726.425781 1557946193.7795
MEM 1726.425781 1557946193.8924
MEM 1726.425781 1557946194.0056
MEM 1726.425781 1557946194.1196
MEM 1726.425781 1557946194.2335
MEM 1726.425781 1557946194.3474
MEM 1726.425781 1557946194.4634
MEM 1726.425781 1557946194.5780
MEM 1726.425781 1557946194.6935
MEM 1726.425781 1557946194.8079
MEM 1726.425781 1557946194.9218
MEM 1726.425781 1557946195.0350
MEM 1726.554688 1557946195.1482
MEM 1696.164062 1557946195.2614
MEM 1696.164062 1557946195.3744
MEM 1696.164062 1557946195.4876
MEM 1696.164062 1557946195.6007
MEM 1696.164062 1557946195.7138
MEM 1696.164062 1557946195.8274
MEM 1696.164062 1557946195.9415
MEM 1698.164062 1557946196.0555
MEM 1706.164062 1557946196.1696
MEM 1711.164062 1557946196.2850
MEM 1711.164062 1557946196.3996
MEM 1711.164062 1557946196.5150
MEM 1714.195312 1557946196.6302
MEM 1722.195312 1557946196.7444
MEM 1726.425781 1557946196.8580
MEM 1726.425781 1557946196.9713
MEM 1726.425781 1557946197.0845
MEM 1726.425781 1557946197.1977
MEM 1726.425781 1557946197.3109
MEM 1726.410156 1557946197.4240
MEM 1726.425781 1557946197.5372
MEM 1726.425781 1557946197.6504
MEM 1726.425781 1557946197.7635
MEM 1726.425781 1557946197.8774
MEM 1726.425781 1557946197.9910
MEM 1726.425781 1557946198.1049
MEM 1726.425781 1557946198.2188
MEM 1726.425781 1557946198.3333
MEM 1726.425781 1557946198.4485
MEM 1726.425781 1557946198.5638
MEM 1726.425781 1557946198.6779
MEM 1726.425781 1557946198.7913
MEM 1726.425781 1557946198.9046
MEM 1696.164062 1557946199.0179
MEM 1696.164062 1557946199.1310
MEM 1696.164062 1557946199.2442
MEM 1696.164062 1557946199.3570
MEM 1696.164062 1557946199.4702
MEM 1696.164062 1557946199.5838
MEM 1696.164062 1557946199.6977
MEM 1696.164062 1557946199.8117
MEM 1702.164062 1557946199.9257
MEM 1711.164062 1557946200.0407
MEM 1711.164062 1557946200.1550
MEM 1711.164062 1557946200.2698
MEM 1711.421875 1557946200.3852
MEM 1722.191406 1557946200.4994
MEM 1726.425781 1557946200.6132
MEM 1726.425781 1557946200.7265
MEM 1726.425781 1557946200.8398
MEM 1726.425781 1557946200.9530
MEM 1726.425781 1557946201.0663
MEM 1726.425781 1557946201.1846
MEM 1726.425781 1557946201.3000
MEM 1726.425781 1557946201.4133
MEM 1726.425781 1557946201.5275
MEM 1726.425781 1557946201.6415
MEM 1726.425781 1557946201.7567
MEM 1726.425781 1557946201.8711
MEM 1726.425781 1557946201.9857
MEM 1726.425781 1557946202.1010
MEM 1726.425781 1557946202.2153
MEM 1726.425781 1557946202.3292
MEM 1726.425781 1557946202.4424
MEM 1726.425781 1557946202.5556
MEM 1696.164062 1557946202.6689
MEM 1696.164062 1557946202.7820
MEM 1696.164062 1557946202.8953
MEM 1696.164062 1557946203.0083
MEM 1696.164062 1557946203.1215
MEM 1696.164062 1557946203.2346
MEM 1696.164062 1557946203.3484
MEM 1696.164062 1557946203.4623
MEM 1698.164062 1557946203.5762
MEM 1710.390625 1557946203.6918
MEM 1711.289062 1557946203.8057
MEM 1711.164062 1557946203.9204
MEM 1711.164062 1557946204.0357
MEM 1712.195312 1557946204.1510
MEM 1722.195312 1557946204.2651
MEM 1726.425781 1557946204.3791
MEM 1726.425781 1557946204.4935
MEM 1726.425781 1557946204.6068
MEM 1726.425781 1557946204.7201
MEM 1726.425781 1557946204.8334
MEM 1726.425781 1557946204.9466
MEM 1726.425781 1557946205.0597
MEM 1726.425781 1557946205.1729
MEM 1726.425781 1557946205.2864
MEM 1726.425781 1557946205.4002
MEM 1726.425781 1557946205.5142
MEM 1726.425781 1557946205.6281
MEM 1726.425781 1557946205.7423
MEM 1726.425781 1557946205.8567
MEM 1726.425781 1557946205.9721
MEM 1726.421875 1557946206.0870
MEM 1726.425781 1557946206.2010
MEM 1726.425781 1557946206.3141
MEM 1726.425781 1557946206.4271
MEM 1696.164062 1557946206.5403
MEM 1696.164062 1557946206.6535
MEM 1696.164062 1557946206.7668
MEM 1696.164062 1557946206.8800
MEM 1696.164062 1557946206.9933
MEM 1696.164062 1557946207.1062
MEM 1696.164062 1557946207.2204
MEM 1696.164062 1557946207.3349
MEM 1704.164062 1557946207.4503
MEM 1711.164062 1557946207.5658
MEM 1711.164062 1557946207.6805
MEM 1711.164062 1557946207.7960
MEM 1714.195312 1557946207.9113
MEM 1722.195312 1557946208.0257
MEM 1726.425781 1557946208.1393
MEM 1726.421875 1557946208.2526
MEM 1726.425781 1557946208.3657
MEM 1726.425781 1557946208.4786
MEM 1726.425781 1557946208.5919
MEM 1726.425781 1557946208.7051
MEM 1726.425781 1557946208.8183
MEM 1726.425781 1557946208.9315
MEM 1726.425781 1557946209.0447
MEM 1726.425781 1557946209.1588
MEM 1726.425781 1557946209.2729
MEM 1726.425781 1557946209.3867
MEM 1726.425781 1557946209.5007
MEM 1726.425781 1557946209.6164
MEM 1726.425781 1557946209.7315
MEM 1726.425781 1557946209.8469
MEM 1726.425781 1557946209.9612
MEM 1726.425781 1557946210.0750
MEM 1726.425781 1557946210.1882
MEM 1696.164062 1557946210.3014
MEM 1696.164062 1557946210.4146
MEM 1696.164062 1557946210.5274
MEM 1696.164062 1557946210.6406
MEM 1696.164062 1557946210.7537
MEM 1696.164062 1557946210.8669
MEM 1696.164062 1557946210.9808
MEM 1696.164062 1557946211.0947
MEM 1698.164062 1557946211.2095
MEM 1708.164062 1557946211.3235
MEM 1711.164062 1557946211.4392
MEM 1711.164062 1557946211.5540
MEM 1711.164062 1557946211.6696
MEM 1716.195312 1557946211.7845
MEM 1726.195312 1557946211.8985
MEM 1726.425781 1557946212.0118
MEM 1726.425781 1557946212.1251
MEM 1726.425781 1557946212.2383
MEM 1726.492188 1557946212.3516
MEM 1726.425781 1557946212.4647
MEM 1726.425781 1557946212.5776
MEM 1726.425781 1557946212.6906
MEM 1726.425781 1557946212.8039
MEM 1726.425781 1557946212.9173
MEM 1726.425781 1557946213.0313
MEM 1726.425781 1557946213.1453
MEM 1726.425781 1557946213.2604
MEM 1726.425781 1557946213.3746
MEM 1726.425781 1557946213.4894
MEM 1726.421875 1557946213.6048
MEM 1726.425781 1557946213.7194
MEM 1726.425781 1557946213.8334
MEM 1726.425781 1557946213.9466
MEM 1726.425781 1557946214.0599
MEM 1696.164062 1557946214.1731
MEM 1696.164062 1557946214.2863
MEM 1696.164062 1557946214.3994
MEM 1696.164062 1557946214.5125
MEM 1696.164062 1557946214.6254
MEM 1696.164062 1557946214.7383
MEM 1696.164062 1557946214.8524
MEM 1696.164062 1557946214.9672
MEM 1702.164062 1557946215.0812
MEM 1711.164062 1557946215.1963
MEM 1711.164062 1557946215.3107
MEM 1711.164062 1557946215.4255
MEM 1711.164062 1557946215.5409
MEM 1718.195312 1557946215.6555
MEM 1726.425781 1557946215.7696
MEM 1726.425781 1557946215.8828
MEM 1726.425781 1557946215.9961
MEM 1726.425781 1557946216.1093
MEM 1726.425781 1557946216.2225
MEM 1726.425781 1557946216.3357
MEM 1726.425781 1557946216.4487
MEM 1726.425781 1557946216.5619
MEM 1726.425781 1557946216.6751
MEM 1726.425781 1557946216.7886
MEM 1726.425781 1557946216.9030
MEM 1726.425781 1557946217.0170
MEM 1726.425781 1557946217.1331
MEM 1726.425781 1557946217.2477
MEM 1726.425781 1557946217.3631
MEM 1726.425781 1557946217.4778
MEM 1726.425781 1557946217.5918
MEM 1726.425781 1557946217.7051
MEM 1726.425781 1557946217.8184
MEM 1696.164062 1557946217.9317
MEM 1696.164062 1557946218.0449
MEM 1696.164062 1557946218.1580
MEM 1696.164062 1557946218.2721
MEM 1696.164062 1557946218.3853
MEM 1696.164062 1557946218.4993
MEM 1696.164062 1557946218.6132
MEM 1700.164062 1557946218.7282
MEM 1711.164062 1557946218.8434
MEM 1711.164062 1557946218.9573
MEM 1711.164062 1557946219.0720
MEM 1711.164062 1557946219.1875
MEM 1716.195312 1557946219.3025
MEM 1724.195312 1557946219.4167
MEM 1726.425781 1557946219.5300
MEM 1726.425781 1557946219.6434
MEM 1726.425781 1557946219.7568
MEM 1726.425781 1557946219.8700
MEM 1726.425781 1557946219.9832
MEM 1726.425781 1557946220.0964
MEM 1726.425781 1557946220.2095
MEM 1726.425781 1557946220.3227
MEM 1726.425781 1557946220.4363
MEM 1726.425781 1557946220.5502
MEM 1726.425781 1557946220.6651
MEM 1726.425781 1557946220.7796
MEM 1726.425781 1557946220.8960
MEM 1726.347656 1557946221.0112
MEM 1726.425781 1557946221.1265
MEM 1726.425781 1557946221.2406
MEM 1726.421875 1557946221.3539
MEM 1726.425781 1557946221.4672
MEM 1696.164062 1557946221.5805
MEM 1696.164062 1557946221.6936
MEM 1696.164062 1557946221.8067
MEM 1696.164062 1557946221.9198
MEM 1696.164062 1557946222.0329
MEM 1696.164062 1557946222.1461
MEM 1696.164062 1557946222.2602
MEM 1696.164062 1557946222.3748
MEM 1702.164062 1557946222.4899
MEM 1711.164062 1557946222.6054
MEM 1711.164062 1557946222.7266
MEM 1718.195312 1557946222.8436
MEM 1726.195312 1557946222.9575
MEM 1726.425781 1557946223.0705
MEM 1726.425781 1557946223.1839
MEM 1726.425781 1557946223.2973
MEM 1726.425781 1557946223.4106
MEM 1726.421875 1557946223.5239
MEM 1726.425781 1557946223.6372
MEM 1726.425781 1557946223.7505
MEM 1726.425781 1557946223.8638
MEM 1726.425781 1557946223.9779
MEM 1726.425781 1557946224.0934
MEM 1726.425781 1557946224.2074
MEM 1726.425781 1557946224.3217
MEM 1726.425781 1557946224.4365
MEM 1726.425781 1557946224.5520
MEM 1726.425781 1557946224.6668
MEM 1726.425781 1557946224.7829
MEM 1696.164062 1557946224.8997
MEM 1696.164062 1557946225.0130
MEM 1696.164062 1557946225.1260
MEM 1696.164062 1557946225.2392
MEM 1696.164062 1557946225.3525
MEM 1696.164062 1557946225.4665
MEM 1696.164062 1557946225.5808
MEM 1698.164062 1557946225.6946
MEM 1706.164062 1557946225.8088
MEM 1706.164062 1557946225.9207
MEM 1696.164062 1557946226.0348
MEM 1696.164062 1557946226.1480
MEM 1696.164062 1557946226.2612
MEM 1696.164062 1557946226.3755
MEM 1696.164062 1557946226.4898
MEM 1708.164062 1557946226.6043
MEM 1711.164062 1557946226.7185
MEM 1711.164062 1557946226.8336
MEM 1711.164062 1557946226.9492
MEM 1711.164062 1557946227.0649
MEM 1722.195312 1557946227.1792
MEM 1726.425781 1557946227.2928
MEM 1726.425781 1557946227.4062
MEM 1726.425781 1557946227.5196
MEM 1726.425781 1557946227.6330
MEM 1726.425781 1557946227.7464
MEM 1726.425781 1557946227.8597
MEM 1726.425781 1557946227.9734
MEM 1726.425781 1557946228.0873
MEM 1726.425781 1557946228.2020
MEM 1726.425781 1557946228.3178
MEM 1726.425781 1557946228.4351
MEM 1726.425781 1557946228.5564
MEM 1726.425781 1557946228.6739
MEM 1726.425781 1557946228.7877
MEM 1726.421875 1557946228.9064
MEM 1726.425781 1557946229.0253
MEM 1726.425781 1557946229.1423
MEM 1726.425781 1557946229.2577
MEM 1726.425781 1557946229.3722
MEM 1726.425781 1557946229.4865
MEM 1726.554688 1557946229.6009
MEM 1726.425781 1557946229.7152
MEM 1726.425781 1557946229.8294
MEM 1726.425781 1557946229.9439
MEM 1726.425781 1557946230.0590
MEM 1696.164062 1557946230.1748
MEM 1696.164062 1557946230.2907
MEM 1696.164062 1557946230.4062
MEM 1696.164062 1557946230.5217
MEM 1696.164062 1557946230.6385
MEM 1700.164062 1557946230.7567
MEM 1711.164062 1557946230.8759
MEM 1711.164062 1557946230.9959
MEM 1718.195312 1557946231.1142
MEM 1726.195312 1557946231.2306
MEM 1726.425781 1557946231.3470
MEM 1726.425781 1557946231.4642
MEM 1726.425781 1557946231.5807
MEM 1726.425781 1557946231.6964
MEM 1726.425781 1557946231.8118
MEM 1726.425781 1557946231.9273
MEM 1726.425781 1557946232.0442
MEM 1726.425781 1557946232.1622
MEM 1726.425781 1557946232.2824
MEM 1726.425781 1557946232.4011
MEM 1726.425781 1557946232.5174
MEM 1726.425781 1557946232.6327
MEM 1726.425781 1557946232.7474
MEM 1726.425781 1557946232.8618
MEM 1726.425781 1557946232.9761
MEM 1726.425781 1557946233.0906
MEM 1726.425781 1557946233.2053
MEM 1726.425781 1557946233.3204
MEM 1696.164062 1557946233.4364
MEM 1696.164062 1557946233.5521
MEM 1696.164062 1557946233.6678
MEM 1696.164062 1557946233.7833
MEM 1696.164062 1557946233.9007
MEM 1708.164062 1557946234.0196
MEM 1711.164062 1557946234.1390
MEM 1711.164062 1557946234.2581
MEM 1720.195312 1557946234.3760
MEM 1726.421875 1557946234.4922
MEM 1726.425781 1557946234.6091
MEM 1726.425781 1557946234.7260
MEM 1726.425781 1557946234.8418
MEM 1726.425781 1557946234.9575
MEM 1726.425781 1557946235.0730
MEM 1726.425781 1557946235.1889
MEM 1726.425781 1557946235.3069
MEM 1726.425781 1557946235.4254
MEM 1726.425781 1557946235.5447
MEM 1726.425781 1557946235.6622
MEM 1726.425781 1557946235.7779
MEM 1726.425781 1557946235.8928
MEM 1726.425781 1557946236.0072
MEM 1726.425781 1557946236.1217
MEM 1726.425781 1557946236.2362
MEM 1726.425781 1557946236.3512
MEM 1712.351562 1557946236.4668
MEM 1696.164062 1557946236.5827
MEM 1696.164062 1557946236.6982
MEM 1696.164062 1557946236.8136
MEM 1696.164062 1557946236.9292
MEM 1696.164062 1557946237.0471
MEM 1710.390625 1557946237.1661
MEM 1711.164062 1557946237.2862
MEM 1711.164062 1557946237.4049
MEM 1722.195312 1557946237.5225
MEM 1726.425781 1557946237.6387
MEM 1726.425781 1557946237.7553
MEM 1726.425781 1557946237.8723
MEM 1726.425781 1557946237.9884
MEM 1726.425781 1557946238.1040
MEM 1726.546875 1557946238.2196
MEM 1726.425781 1557946238.3355
MEM 1726.425781 1557946238.4534
MEM 1726.425781 1557946238.5719
MEM 1726.425781 1557946238.6910
MEM 1726.425781 1557946238.8084
MEM 1726.425781 1557946238.9240
MEM 1726.421875 1557946239.0390
MEM 1726.425781 1557946239.1536
MEM 1726.425781 1557946239.2680
MEM 1726.425781 1557946239.3825
MEM 1726.425781 1557946239.4975
MEM 1696.164062 1557946239.6133
MEM 1696.164062 1557946239.7291
MEM 1696.164062 1557946239.8446
MEM 1696.164062 1557946239.9600
MEM 1696.164062 1557946240.0765
MEM 1700.164062 1557946240.1949
MEM 1711.164062 1557946240.3140
MEM 1711.164062 1557946240.4342
MEM 1716.195312 1557946240.5525
MEM 1724.195312 1557946240.6697
MEM 1726.425781 1557946240.7861
MEM 1726.425781 1557946240.9032
MEM 1726.425781 1557946241.0198
MEM 1726.425781 1557946241.1355
MEM 1726.425781 1557946241.2511
MEM 1726.425781 1557946241.3667
MEM 1726.425781 1557946241.4835
MEM 1726.425781 1557946241.6013
MEM 1726.425781 1557946241.7204
MEM 1726.425781 1557946241.8390
MEM 1726.425781 1557946241.9554
MEM 1726.425781 1557946242.0703
MEM 1726.421875 1557946242.1847
MEM 1726.425781 1557946242.2992
MEM 1726.425781 1557946242.4141
MEM 1726.425781 1557946242.5295
MEM 1696.164062 1557946242.6455
MEM 1696.164062 1557946242.7609
MEM 1696.164062 1557946242.8764
MEM 1696.164062 1557946242.9921
MEM 1696.164062 1557946243.1099
MEM 1710.648438 1557946243.2288
MEM 1711.164062 1557946243.3491
MEM 1714.195312 1557946243.4678
MEM 1722.195312 1557946243.5851
MEM 1726.425781 1557946243.7012
MEM 1726.425781 1557946243.8183
MEM 1726.425781 1557946243.9351
MEM 1726.425781 1557946244.0509
MEM 1726.425781 1557946244.1666
MEM 1726.425781 1557946244.2821
MEM 1726.425781 1557946244.4006
MEM 1726.425781 1557946244.5184
MEM 1726.425781 1557946244.6375
MEM 1726.425781 1557946244.7559
MEM 1726.425781 1557946244.8722
MEM 1726.425781 1557946244.9870
MEM 1726.425781 1557946245.1014
MEM 1726.425781 1557946245.2159
MEM 1726.425781 1557946245.3304
MEM 1726.425781 1557946245.4455
MEM 1696.164062 1557946245.5613
MEM 1696.164062 1557946245.6771
MEM 1696.164062 1557946245.7926
