CMDLINE python do_luvoir_telserv2_BW10_medium.py
MEM 2787.847656 1557949852.9079
MEM 2833.625000 1557949853.0320
MEM 2833.625000 1557949853.1574
MEM 2806.808594 1557949853.2822
MEM 2772.589844 1557949853.4051
MEM 2833.625000 1557949853.5287
MEM 2833.625000 1557949853.6545
MEM 2803.109375 1557949853.7793
MEM 2833.625000 1557949853.9020
MEM 2833.625000 1557949854.0238
MEM 2833.625000 1557949854.1493
MEM 2803.109375 1557949854.2740
MEM 2833.625000 1557949854.3987
MEM 2833.625000 1557949854.5218
MEM 2833.625000 1557949854.6452
MEM 2802.808594 1557949854.7687
MEM 2833.625000 1557949854.8943
MEM 2833.625000 1557949855.0190
MEM 2833.625000 1557949855.1414
MEM 2787.847656 1557949855.2653
MEM 2833.625000 1557949855.3901
MEM 2833.625000 1557949855.5157
MEM 2812.808594 1557949855.6387
MEM 2787.761719 1557949855.7615
MEM 2833.625000 1557949855.8856
MEM 2833.625000 1557949856.0106
MEM 2804.238281 1557949856.1355
MEM 2772.417969 1557949856.2588
MEM 2833.625000 1557949856.3816
MEM 2833.625000 1557949856.5068
MEM 2803.109375 1557949856.6322
MEM 2833.625000 1557949856.7551
MEM 2833.625000 1557949856.8770
MEM 2833.625000 1557949857.0018
MEM 2803.109375 1557949857.1264
MEM 2833.625000 1557949857.2510
MEM 2833.625000 1557949857.3738
MEM 2833.625000 1557949857.4980
MEM 2803.109375 1557949857.6210
MEM 2833.625000 1557949857.7468
MEM 2833.625000 1557949857.8716
MEM 2833.625000 1557949857.9937
MEM 2787.847656 1557949858.1179
MEM 2833.625000 1557949858.2428
MEM 2833.625000 1557949858.3684
MEM 2812.808594 1557949858.4913
MEM 2787.847656 1557949858.6146
MEM 2833.625000 1557949858.7388
MEM 2833.625000 1557949858.8640
MEM 2803.847656 1557949858.9887
MEM 2774.277344 1557949859.1118
MEM 2833.625000 1557949859.2342
MEM 2833.625000 1557949859.3591
MEM 2803.109375 1557949859.4843
MEM 2833.625000 1557949859.6072
MEM 2833.625000 1557949859.7297
MEM 2833.625000 1557949859.8543
MEM 2803.109375 1557949859.9791
MEM 2833.625000 1557949860.1037
MEM 2833.625000 1557949860.2270
MEM 2833.625000 1557949860.3500
MEM 2794.808594 1557949860.4740
MEM 2833.625000 1557949860.5990
MEM 2833.625000 1557949860.7235
MEM 2817.246094 1557949860.8458
MEM 2787.847656 1557949860.9688
MEM 2833.625000 1557949861.0931
MEM 2833.625000 1557949861.2179
MEM 2808.808594 1557949861.3419
MEM 2772.589844 1557949861.4647
MEM 2833.625000 1557949861.5881
MEM 2833.625000 1557949861.7144
MEM 2803.109375 1557949861.8390
MEM 2833.625000 1557949861.9621
MEM 2833.625000 1557949862.0844
MEM 2833.625000 1557949862.2103
MEM 2803.109375 1557949862.3356
MEM 2833.625000 1557949862.4590
MEM 2833.625000 1557949862.5813
MEM 2833.625000 1557949862.7066
MEM 2803.109375 1557949862.8314
MEM 2833.625000 1557949862.9560
MEM 2833.625000 1557949863.0793
MEM 2833.625000 1557949863.2023
MEM 2794.808594 1557949863.3261
MEM 2833.625000 1557949863.4508
MEM 2833.625000 1557949863.5756
MEM 2816.808594 1557949863.6981
MEM 2787.847656 1557949863.8212
MEM 2833.625000 1557949863.9448
MEM 2833.625000 1557949864.0702
MEM 2804.648438 1557949864.1949
MEM 2772.589844 1557949864.3182
MEM 2833.625000 1557949864.4415
MEM 2833.625000 1557949864.5666
MEM 2803.109375 1557949864.6913
MEM 2833.625000 1557949864.8146
MEM 2833.625000 1557949864.9370
MEM 2833.625000 1557949865.0630
MEM 2803.109375 1557949865.1885
MEM 2833.625000 1557949865.3120
MEM 2833.625000 1557949865.4344
MEM 2833.625000 1557949865.5593
MEM 2803.109375 1557949865.6840
MEM 2833.625000 1557949865.8092
MEM 2833.625000 1557949865.9341
MEM 2833.625000 1557949866.0560
MEM 2787.972656 1557949866.1809
MEM 2833.625000 1557949866.3064
MEM 2833.625000 1557949866.4317
MEM 2817.128906 1557949866.5544
MEM 2787.847656 1557949866.6776
MEM 2833.625000 1557949866.8020
MEM 2833.625000 1557949866.9266
MEM 2806.808594 1557949867.0515
MEM 2772.589844 1557949867.1745
MEM 2833.625000 1557949867.2981
MEM 2833.625000 1557949867.4232
MEM 2803.109375 1557949867.5479
MEM 2833.625000 1557949867.6712
MEM 2833.625000 1557949867.7939
MEM 2833.625000 1557949867.9199
MEM 2803.109375 1557949868.0455
MEM 2833.625000 1557949868.1691
MEM 2833.625000 1557949868.2915
MEM 2833.625000 1557949868.4156
MEM 2803.109375 1557949868.5400
MEM 2833.625000 1557949868.6650
MEM 2833.625000 1557949868.7888
MEM 2833.625000 1557949868.9119
MEM 2792.808594 1557949869.0360
MEM 2833.625000 1557949869.1608
MEM 2833.625000 1557949869.2859
MEM 2816.843750 1557949869.4085
MEM 2787.847656 1557949869.5318
MEM 2833.625000 1557949869.6561
MEM 2833.625000 1557949869.7808
MEM 2806.808594 1557949869.9053
MEM 2758.367188 1557949870.0287
MEM 2833.625000 1557949870.1517
MEM 2833.625000 1557949870.2771
MEM 2803.109375 1557949870.4027
MEM 2833.625000 1557949870.5267
MEM 2833.625000 1557949870.6486
MEM 2833.625000 1557949870.7738
MEM 2803.109375 1557949870.8989
MEM 2833.625000 1557949871.0238
MEM 2833.625000 1557949871.1475
MEM 2833.625000 1557949871.2696
MEM 2787.847656 1557949871.3935
MEM 2833.625000 1557949871.5183
MEM 2833.625000 1557949871.6435
MEM 2803.109375 1557949871.7683
MEM 2833.625000 1557949871.8915
MEM 2833.625000 1557949872.0139
MEM 2833.625000 1557949872.1397
MEM 2803.109375 1557949872.2650
MEM 2833.625000 1557949872.3885
MEM 2833.625000 1557949872.5108
MEM 2833.625000 1557949872.6352
MEM 2803.109375 1557949872.7590
MEM 2833.625000 1557949872.8842
MEM 2833.625000 1557949873.0085
MEM 2833.625000 1557949873.1307
MEM 2790.808594 1557949873.2560
MEM 2833.625000 1557949873.3808
MEM 2833.625000 1557949873.5061
MEM 2816.808594 1557949873.6287
MEM 2787.847656 1557949873.7519
MEM 2833.625000 1557949873.8756
MEM 2833.625000 1557949874.0001
MEM 2804.808594 1557949874.1249
MEM 2772.589844 1557949874.2480
MEM 2833.625000 1557949874.3703
MEM 2833.625000 1557949874.4953
MEM 2803.109375 1557949874.6203
MEM 2833.625000 1557949874.7438
MEM 2833.625000 1557949874.8660
MEM 2833.625000 1557949874.9903
MEM 2803.109375 1557949875.1144
MEM 2833.625000 1557949875.2396
MEM 2833.625000 1557949875.3640
MEM 2833.625000 1557949875.4867
MEM 2788.808594 1557949875.6118
MEM 2833.625000 1557949875.7372
MEM 2833.625000 1557949875.8624
MEM 2814.808594 1557949875.9852
MEM 2787.847656 1557949876.1084
MEM 2833.625000 1557949876.2327
MEM 2833.625000 1557949876.3580
MEM 2804.511719 1557949876.4828
MEM 2772.460938 1557949876.6063
MEM 2833.625000 1557949876.7290
MEM 2833.625000 1557949876.8542
MEM 2803.109375 1557949876.9796
MEM 2833.625000 1557949877.1027
MEM 2833.625000 1557949877.2250
MEM 2833.625000 1557949877.3496
MEM 2803.109375 1557949877.4745
MEM 2833.625000 1557949877.5993
MEM 2833.625000 1557949877.7230
MEM 2833.625000 1557949877.8464
MEM 2798.808594 1557949877.9700
MEM 2833.625000 1557949878.0950
MEM 2833.625000 1557949878.2198
MEM 2833.625000 1557949878.3425
MEM 2787.847656 1557949878.4666
MEM 2833.625000 1557949878.5915
MEM 2833.625000 1557949878.7171
MEM 2810.808594 1557949878.8407
MEM 2772.589844 1557949878.9635
MEM 2833.625000 1557949879.0879
MEM 2833.625000 1557949879.2132
MEM 2803.109375 1557949879.3380
MEM 2833.625000 1557949879.4613
MEM 2833.625000 1557949879.5843
MEM 2833.625000 1557949879.7096
MEM 2803.109375 1557949879.8348
MEM 2833.625000 1557949879.9582
MEM 2833.625000 1557949880.0807
MEM 2833.625000 1557949880.2055
MEM 2803.109375 1557949880.3304
MEM 2833.625000 1557949880.4549
MEM 2833.625000 1557949880.5784
MEM 2833.625000 1557949880.7011
MEM 2792.808594 1557949880.8250
MEM 2833.625000 1557949880.9497
MEM 2833.625000 1557949881.0748
MEM 2816.808594 1557949881.1974
MEM 2787.847656 1557949881.3206
MEM 2833.625000 1557949881.4447
MEM 2833.625000 1557949881.5692
MEM 2806.808594 1557949881.6936
MEM 2772.589844 1557949881.8164
MEM 2833.625000 1557949881.9398
MEM 2833.625000 1557949882.0652
MEM 2803.109375 1557949882.1899
MEM 2833.625000 1557949882.3132
MEM 2833.625000 1557949882.4351
MEM 2833.625000 1557949882.5605
MEM 2803.109375 1557949882.6852
MEM 2833.625000 1557949882.8099
MEM 2833.625000 1557949882.9329
MEM 2833.625000 1557949883.0575
MEM 2803.109375 1557949883.1808
MEM 2833.625000 1557949883.3067
MEM 2833.625000 1557949883.4316
MEM 2833.625000 1557949883.5541
MEM 2787.847656 1557949883.6783
MEM 2833.625000 1557949883.8033
MEM 2833.625000 1557949883.9288
MEM 2812.808594 1557949884.0517
MEM 2787.847656 1557949884.1750
MEM 2833.625000 1557949884.2996
MEM 2833.625000 1557949884.4253
MEM 2804.535156 1557949884.5502
MEM 2772.589844 1557949884.6734
MEM 2833.625000 1557949884.7968
MEM 2833.625000 1557949884.9226
MEM 2803.109375 1557949885.0473
MEM 2833.625000 1557949885.1708
MEM 2833.625000 1557949885.2925
MEM 2833.625000 1557949885.4184
MEM 2803.109375 1557949885.5432
MEM 2833.625000 1557949885.6679
MEM 2833.625000 1557949885.7910
MEM 2833.625000 1557949885.9145
MEM 2800.808594 1557949886.0381
MEM 2833.625000 1557949886.1639
MEM 2833.625000 1557949886.2885
MEM 2833.625000 1557949886.4108
MEM 2787.847656 1557949886.5347
MEM 2833.625000 1557949886.6591
MEM 2833.625000 1557949886.7844
MEM 2810.808594 1557949886.9080
MEM 2772.589844 1557949887.0308
MEM 2833.625000 1557949887.1547
MEM 2833.625000 1557949887.2800
MEM 2803.109375 1557949887.4048
MEM 2833.625000 1557949887.5279
MEM 2833.625000 1557949887.6503
MEM 2833.625000 1557949887.7763
MEM 2803.109375 1557949887.9017
MEM 2833.625000 1557949888.0253
MEM 2833.625000 1557949888.1477
MEM 2833.625000 1557949888.2719
MEM 2803.109375 1557949888.3960
MEM 2833.625000 1557949888.5212
MEM 2833.625000 1557949888.6454
MEM 2833.625000 1557949888.7674
MEM 2787.847656 1557949888.8920
MEM 2833.625000 1557949889.0168
MEM 2833.625000 1557949889.1417
MEM 2814.808594 1557949889.2644
MEM 2787.847656 1557949889.3875
MEM 2833.625000 1557949889.5113
MEM 2833.625000 1557949889.6368
MEM 2804.808594 1557949889.7615
MEM 2772.589844 1557949889.8847
MEM 2833.625000 1557949890.0078
MEM 2833.625000 1557949890.1335
MEM 2803.109375 1557949890.2582
MEM 2833.625000 1557949890.3815
MEM 2833.625000 1557949890.5033
MEM 2833.625000 1557949890.6293
MEM 2803.109375 1557949890.7540
MEM 2833.625000 1557949890.8785
MEM 2833.625000 1557949891.0016
MEM 2833.625000 1557949891.1259
MEM 2803.109375 1557949891.2493
MEM 2833.625000 1557949891.3753
MEM 2833.625000 1557949891.5000
MEM 2833.625000 1557949891.6218
MEM 2787.847656 1557949891.7465
MEM 2833.625000 1557949891.8718
MEM 2833.625000 1557949891.9971
MEM 2816.808594 1557949892.1196
MEM 2787.847656 1557949892.2431
MEM 2833.625000 1557949892.3674
MEM 2833.625000 1557949892.4918
MEM 2806.808594 1557949892.6161
MEM 2772.589844 1557949892.7389
MEM 2833.625000 1557949892.8624
MEM 2833.625000 1557949892.9879
MEM 2803.109375 1557949893.1125
MEM 2833.625000 1557949893.2356
MEM 2833.625000 1557949893.3575
MEM 2833.625000 1557949893.4829
MEM 2803.109375 1557949893.6080
MEM 2833.625000 1557949893.7319
MEM 2833.625000 1557949893.8546
MEM 2833.625000 1557949893.9790
MEM 2803.109375 1557949894.1023
MEM 2833.625000 1557949894.2276
MEM 2833.625000 1557949894.3517
MEM 2833.625000 1557949894.4737
MEM 2790.808594 1557949894.5987
MEM 2833.625000 1557949894.7242
MEM 2833.625000 1557949894.8490
MEM 2816.808594 1557949894.9716
MEM 2787.847656 1557949895.0947
MEM 2833.625000 1557949895.2190
MEM 2833.625000 1557949895.3437
MEM 2808.808594 1557949895.4677
MEM 2772.589844 1557949895.5905
MEM 2833.625000 1557949895.7153
MEM 2833.625000 1557949895.8404
MEM 2803.109375 1557949895.9650
MEM 2833.625000 1557949896.0884
MEM 2833.625000 1557949896.2110
MEM 2833.625000 1557949896.3360
MEM 2803.109375 1557949896.4612
MEM 2833.625000 1557949896.5844
MEM 2833.625000 1557949896.7066
MEM 2833.625000 1557949896.8309
MEM 2803.109375 1557949896.9552
MEM 2833.625000 1557949897.0804
MEM 2833.625000 1557949897.2040
MEM 2833.625000 1557949897.3273
MEM 2790.808594 1557949897.4512
MEM 2833.625000 1557949897.5765
MEM 2833.625000 1557949897.7016
MEM 2814.808594 1557949897.8243
MEM 2787.847656 1557949897.9473
MEM 2833.625000 1557949898.0711
MEM 2833.625000 1557949898.1964
MEM 2804.808594 1557949898.3211
MEM 2772.589844 1557949898.4441
MEM 2833.625000 1557949898.5671
MEM 2833.625000 1557949898.6925
MEM 2803.109375 1557949898.8177
MEM 2833.625000 1557949898.9406
MEM 2833.625000 1557949899.0626
MEM 2833.625000 1557949899.1873
MEM 2803.109375 1557949899.3120
MEM 2833.625000 1557949899.4367
MEM 2833.625000 1557949899.5600
MEM 2833.625000 1557949899.6831
MEM 2794.808594 1557949899.8073
MEM 2833.625000 1557949899.9321
MEM 2833.625000 1557949900.0571
MEM 2816.808594 1557949900.1798
MEM 2787.847656 1557949900.3030
MEM 2833.625000 1557949900.4268
MEM 2833.625000 1557949900.5515
MEM 2804.808594 1557949900.6763
MEM 2772.546875 1557949900.7995
MEM 2833.625000 1557949900.9225
MEM 2833.625000 1557949901.0478
MEM 2803.109375 1557949901.1729
MEM 2833.625000 1557949901.2958
MEM 2833.625000 1557949901.4179
MEM 2833.625000 1557949901.5429
MEM 2803.109375 1557949901.6675
MEM 2833.625000 1557949901.7922
MEM 2833.625000 1557949901.9157
MEM 2833.625000 1557949902.0388
MEM 2794.808594 1557949902.1628
MEM 2833.625000 1557949902.2877
MEM 2833.625000 1557949902.4125
MEM 2817.402344 1557949902.5349
MEM 2787.847656 1557949902.6581
MEM 2833.625000 1557949902.7824
MEM 2833.625000 1557949902.9072
MEM 2808.808594 1557949903.0316
MEM 2772.589844 1557949903.1546
MEM 2833.625000 1557949903.2780
MEM 2833.625000 1557949903.4044
MEM 2803.109375 1557949903.5292
MEM 2833.625000 1557949903.6526
MEM 2833.625000 1557949903.7745
MEM 2833.625000 1557949903.9002
MEM 2803.109375 1557949904.0251
MEM 2833.625000 1557949904.1498
MEM 2833.625000 1557949904.2730
MEM 2833.625000 1557949904.3976
MEM 2803.109375 1557949904.5206
MEM 2833.625000 1557949904.6467
MEM 2833.625000 1557949904.7713
MEM 2833.625000 1557949904.8934
MEM 2788.808594 1557949905.0186
MEM 2833.625000 1557949905.1440
MEM 2833.625000 1557949905.2693
MEM 2816.808594 1557949905.3920
MEM 2787.847656 1557949905.5151
MEM 2833.625000 1557949905.6389
MEM 2833.625000 1557949905.7637
MEM 2806.808594 1557949905.8884
MEM 2772.589844 1557949906.0114
MEM 2833.625000 1557949906.1347
MEM 2833.625000 1557949906.2603
MEM 2803.109375 1557949906.3850
MEM 2833.625000 1557949906.5082
MEM 2833.625000 1557949906.6300
MEM 2833.625000 1557949906.7554
MEM 2803.109375 1557949906.8803
MEM 2833.625000 1557949907.0045
MEM 2833.625000 1557949907.1274
MEM 2833.625000 1557949907.2513
MEM 2803.109375 1557949907.3748
MEM 2833.625000 1557949907.5008
MEM 2833.625000 1557949907.6255
MEM 2833.625000 1557949907.7479
MEM 2787.847656 1557949907.8720
MEM 2833.625000 1557949907.9964
MEM 2833.625000 1557949908.1222
MEM 2810.808594 1557949908.2456
MEM 2772.589844 1557949908.3685
MEM 2833.625000 1557949908.4927
MEM 2833.625000 1557949908.6179
MEM 2803.109375 1557949908.7425
MEM 2833.625000 1557949908.8656
MEM 2833.625000 1557949908.9880
MEM 2833.625000 1557949909.1139
MEM 2803.109375 1557949909.2392
MEM 2833.625000 1557949909.3628
MEM 2833.625000 1557949909.4851
MEM 2833.625000 1557949909.6096
MEM 2803.109375 1557949909.7334
MEM 2833.625000 1557949909.8588
MEM 2833.625000 1557949909.9827
MEM 2833.625000 1557949910.1054
MEM 2790.808594 1557949910.2295
MEM 2833.625000 1557949910.3550
MEM 2833.625000 1557949910.4800
MEM 2816.808594 1557949910.6028
MEM 2787.847656 1557949910.7259
MEM 2833.625000 1557949910.8498
MEM 2833.625000 1557949910.9740
MEM 2806.808594 1557949911.0989
MEM 2772.589844 1557949911.2221
MEM 2833.625000 1557949911.3455
MEM 2833.625000 1557949911.4710
MEM 2803.109375 1557949911.5957
MEM 2833.625000 1557949911.7190
MEM 2833.625000 1557949911.8413
MEM 2833.625000 1557949911.9676
MEM 2803.109375 1557949912.0929
MEM 2833.625000 1557949912.2165
MEM 2833.625000 1557949912.3388
MEM 2833.625000 1557949912.4630
MEM 2803.109375 1557949912.5873
MEM 2833.625000 1557949912.7128
MEM 2833.625000 1557949912.8367
MEM 2833.625000 1557949912.9599
MEM 2792.808594 1557949913.0840
MEM 2833.625000 1557949913.2087
MEM 2833.625000 1557949913.3335
MEM 2817.136719 1557949913.4559
MEM 2787.847656 1557949913.5790
MEM 2833.625000 1557949913.7032
MEM 2833.625000 1557949913.8276
MEM 2806.808594 1557949913.9521
MEM 2772.589844 1557949914.0749
MEM 2833.625000 1557949914.1983
MEM 2833.625000 1557949914.3235
MEM 2803.109375 1557949914.4482
MEM 2833.625000 1557949914.5714
MEM 2833.625000 1557949914.6932
MEM 2833.625000 1557949914.8194
MEM 2803.109375 1557949914.9448
MEM 2833.625000 1557949915.0685
MEM 2833.625000 1557949915.1910
MEM 2833.625000 1557949915.3157
MEM 2803.109375 1557949915.4393
MEM 2833.625000 1557949915.5646
MEM 2833.625000 1557949915.6888
MEM 2833.625000 1557949915.8107
MEM 2788.671875 1557949915.9357
MEM 2833.625000 1557949916.0608
MEM 2833.625000 1557949916.1859
MEM 2814.808594 1557949916.3085
MEM 2787.847656 1557949916.4319
MEM 2833.625000 1557949916.5559
MEM 2833.625000 1557949916.6803
MEM 2806.808594 1557949916.8052
MEM 2772.589844 1557949916.9281
MEM 2833.625000 1557949917.0514
MEM 2833.625000 1557949917.1771
MEM 2803.109375 1557949917.3018
MEM 2833.625000 1557949917.4252
MEM 2833.625000 1557949917.5469
MEM 2833.625000 1557949917.6723
MEM 2803.109375 1557949917.7974
MEM 2833.625000 1557949917.9211
MEM 2833.625000 1557949918.0435
MEM 2833.625000 1557949918.1678
MEM 2803.109375 1557949918.2916
MEM 2833.625000 1557949918.4169
MEM 2833.625000 1557949918.5409
MEM 2833.625000 1557949918.6636
MEM 2790.808594 1557949918.7876
MEM 2833.625000 1557949918.9127
MEM 2833.625000 1557949919.0379
MEM 2816.808594 1557949919.1605
MEM 2787.847656 1557949919.2837
MEM 2833.625000 1557949919.4075
MEM 2833.625000 1557949919.5327
MEM 2806.808594 1557949919.6575
MEM 2772.589844 1557949919.7805
MEM 2833.625000 1557949919.9035
MEM 2833.625000 1557949920.0289
MEM 2803.109375 1557949920.1537
MEM 2833.625000 1557949920.2768
MEM 2833.625000 1557949920.3987
MEM 2833.625000 1557949920.5239
MEM 2803.109375 1557949920.6485
MEM 2833.625000 1557949920.7731
MEM 2833.625000 1557949920.8963
MEM 2833.625000 1557949921.0194
MEM 2798.808594 1557949921.1428
MEM 2833.625000 1557949921.2679
MEM 2833.625000 1557949921.3926
MEM 2833.164062 1557949921.5155
MEM 2787.847656 1557949921.6395
MEM 2833.625000 1557949921.7642
MEM 2833.625000 1557949921.8902
MEM 2812.808594 1557949922.0134
MEM 2787.542969 1557949922.1363
MEM 2833.625000 1557949922.2608
MEM 2833.625000 1557949922.3859
MEM 2803.285156 1557949922.5107
MEM 2773.625000 1557949922.6337
MEM 2833.625000 1557949922.7560
MEM 2833.625000 1557949922.8801
MEM 2803.109375 1557949923.0054
MEM 2833.625000 1557949923.1290
MEM 2833.625000 1557949923.2512
MEM 2833.625000 1557949923.3754
MEM 2803.109375 1557949923.4996
MEM 2833.625000 1557949923.6248
MEM 2833.625000 1557949923.7485
MEM 2833.625000 1557949923.8717
MEM 2794.808594 1557949923.9956
MEM 2833.625000 1557949924.1204
MEM 2833.625000 1557949924.2452
MEM 2817.093750 1557949924.3676
MEM 2787.847656 1557949924.4906
MEM 2833.625000 1557949924.6148
MEM 2833.625000 1557949924.7395
MEM 2808.808594 1557949924.8636
MEM 2772.589844 1557949924.9864
MEM 2833.625000 1557949925.1099
MEM 2833.625000 1557949925.2349
MEM 2803.109375 1557949925.3596
MEM 2833.625000 1557949925.4826
MEM 2833.625000 1557949925.6050
MEM 2833.625000 1557949925.7310
MEM 2803.109375 1557949925.8564
MEM 2833.625000 1557949925.9799
MEM 2833.625000 1557949926.1021
MEM 2833.625000 1557949926.2265
MEM 2803.109375 1557949926.3510
MEM 2833.625000 1557949926.4756
MEM 2833.625000 1557949926.5992
MEM 2833.625000 1557949926.7224
MEM 2792.808594 1557949926.8464
MEM 2833.625000 1557949926.9712
MEM 2833.625000 1557949927.0965
MEM 2816.808594 1557949927.2189
MEM 2787.847656 1557949927.3419
MEM 2833.625000 1557949927.4657
MEM 2833.625000 1557949927.5899
MEM 2806.808594 1557949927.7146
MEM 2772.589844 1557949927.8375
MEM 2833.625000 1557949927.9610
MEM 2833.625000 1557949928.0868
MEM 2803.109375 1557949928.2115
MEM 2833.625000 1557949928.3348
MEM 2833.625000 1557949928.4572
MEM 2833.625000 1557949928.5833
MEM 2803.109375 1557949928.7088
MEM 2833.625000 1557949928.8323
MEM 2833.625000 1557949928.9547
MEM 2833.625000 1557949929.0794
MEM 2803.109375 1557949929.2032
MEM 2833.625000 1557949929.3283
MEM 2833.625000 1557949929.4526
MEM 2833.625000 1557949929.5748
MEM 2788.808594 1557949929.6998
MEM 2833.625000 1557949929.8249
MEM 2833.625000 1557949929.9497
MEM 2817.285156 1557949930.0721
MEM 2787.847656 1557949930.1953
MEM 2833.625000 1557949930.3195
MEM 2833.625000 1557949930.4441
MEM 2808.808594 1557949930.5683
MEM 2772.589844 1557949930.6910
MEM 2833.625000 1557949930.8145
MEM 2833.625000 1557949930.9398
MEM 2803.109375 1557949931.0645
MEM 2833.625000 1557949931.1877
MEM 2833.625000 1557949931.3101
MEM 2833.625000 1557949931.4363
MEM 2803.109375 1557949931.5617
MEM 2833.625000 1557949931.6852
MEM 2833.625000 1557949931.8075
MEM 2833.625000 1557949931.9326
MEM 2803.109375 1557949932.0571
MEM 2833.625000 1557949932.1826
MEM 2833.625000 1557949932.3066
MEM 2833.625000 1557949932.4296
MEM 2792.808594 1557949932.5536
MEM 2833.625000 1557949932.6784
MEM 2833.625000 1557949932.8037
MEM 2817.285156 1557949932.9261
MEM 2787.847656 1557949933.0494
MEM 2833.625000 1557949933.1737
MEM 2833.625000 1557949933.2984
MEM 2808.808594 1557949933.4227
MEM 2772.589844 1557949933.5455
MEM 2833.625000 1557949933.6691
MEM 2833.625000 1557949933.7947
MEM 2803.109375 1557949933.9194
MEM 2833.625000 1557949934.0427
MEM 2833.625000 1557949934.1652
MEM 2833.625000 1557949934.2914
MEM 2803.109375 1557949934.4170
MEM 2833.625000 1557949934.5407
MEM 2833.625000 1557949934.6630
MEM 2833.625000 1557949934.7877
MEM 2803.109375 1557949934.9122
MEM 2833.625000 1557949935.0374
MEM 2833.625000 1557949935.1608
MEM 2833.625000 1557949935.2834
MEM 2794.808594 1557949935.4073
MEM 2833.625000 1557949935.5319
MEM 2833.625000 1557949935.6566
MEM 2817.511719 1557949935.7789
MEM 2787.847656 1557949935.9020
MEM 2833.625000 1557949936.0261
MEM 2833.625000 1557949936.1504
MEM 2806.808594 1557949936.2750
MEM 2772.589844 1557949936.3979
MEM 2833.625000 1557949936.5218
MEM 2833.625000 1557949936.6468
MEM 2803.109375 1557949936.7716
MEM 2833.625000 1557949936.8946
MEM 2833.625000 1557949937.0169
MEM 2833.625000 1557949937.1429
MEM 2803.109375 1557949937.2681
MEM 2833.625000 1557949937.3917
MEM 2833.625000 1557949937.5140
MEM 2833.625000 1557949937.6383
MEM 2803.109375 1557949937.7621
MEM 2833.625000 1557949937.8874
MEM 2833.625000 1557949938.0118
MEM 2833.625000 1557949938.1342
MEM 2788.808594 1557949938.2591
MEM 2833.625000 1557949938.3844
MEM 2833.625000 1557949938.5095
MEM 2816.808594 1557949938.6323
MEM 2787.847656 1557949938.7555
MEM 2833.625000 1557949938.8795
MEM 2833.625000 1557949939.0044
MEM 2806.808594 1557949939.1292
MEM 2772.589844 1557949939.2520
MEM 2833.625000 1557949939.3754
MEM 2833.625000 1557949939.5014
MEM 2803.109375 1557949939.6261
MEM 2833.625000 1557949939.7495
MEM 2833.625000 1557949939.8712
MEM 2833.625000 1557949939.9974
MEM 2803.109375 1557949940.1222
MEM 2833.625000 1557949940.2466
MEM 2833.625000 1557949940.3697
MEM 2833.625000 1557949940.4939
MEM 2803.109375 1557949940.6171
MEM 2833.625000 1557949940.7430
MEM 2833.625000 1557949940.8678
MEM 2833.625000 1557949940.9899
MEM 2787.847656 1557949941.1144
MEM 2833.625000 1557949941.2395
MEM 2833.625000 1557949941.3645
MEM 2814.808594 1557949941.4872
MEM 2787.847656 1557949941.6103
MEM 2833.625000 1557949941.7343
MEM 2833.625000 1557949941.8597
MEM 2804.511719 1557949941.9845
MEM 2772.589844 1557949942.1075
MEM 2833.625000 1557949942.2305
MEM 2833.625000 1557949942.3557
MEM 2803.109375 1557949942.4804
MEM 2833.625000 1557949942.6037
MEM 2833.625000 1557949942.7266
MEM 2833.625000 1557949942.8523
MEM 2803.109375 1557949942.9775
MEM 2833.625000 1557949943.1014
MEM 2833.625000 1557949943.2239
MEM 2833.625000 1557949943.3481
MEM 2803.109375 1557949943.4715
MEM 2833.625000 1557949943.5970
MEM 2833.625000 1557949943.7215
MEM 2833.625000 1557949943.8432
MEM 2788.320312 1557949943.9680
MEM 2833.625000 1557949944.0933
MEM 2833.625000 1557949944.2182
MEM 2817.007812 1557949944.3406
MEM 2787.847656 1557949944.4639
MEM 2833.625000 1557949944.5879
MEM 2833.625000 1557949944.7124
MEM 2806.808594 1557949944.8370
MEM 2772.589844 1557949944.9600
MEM 2833.625000 1557949945.0836
MEM 2833.625000 1557949945.2087
MEM 2803.109375 1557949945.3335
MEM 2833.625000 1557949945.4567
MEM 2833.625000 1557949945.5791
MEM 2833.625000 1557949945.7042
MEM 2803.109375 1557949945.8297
MEM 2833.625000 1557949945.9533
MEM 2833.625000 1557949946.0756
MEM 2833.625000 1557949946.2001
MEM 2803.109375 1557949946.3242
MEM 2833.625000 1557949946.4496
MEM 2833.625000 1557949946.5739
MEM 2833.625000 1557949946.6971
MEM 2792.808594 1557949946.8213
MEM 2833.625000 1557949946.9462
MEM 2833.625000 1557949947.0713
MEM 2816.929688 1557949947.1939
MEM 2787.847656 1557949947.3170
MEM 2833.625000 1557949947.4410
MEM 2833.625000 1557949947.5657
MEM 2806.808594 1557949947.6904
MEM 2772.589844 1557949947.8134
MEM 2833.625000 1557949947.9368
MEM 2833.625000 1557949948.0622
MEM 2803.109375 1557949948.1869
MEM 2833.625000 1557949948.3102
MEM 2833.625000 1557949948.4320
MEM 2833.625000 1557949948.5576
MEM 2803.109375 1557949948.6831
MEM 2833.625000 1557949948.8069
MEM 2833.625000 1557949948.9295
MEM 2833.625000 1557949949.0539
